股票代码,股票名称,涨跌字符串
sz301285,鸿日达,011000101110001011001110100101111000100101100011011110111111
sz002922,伊戈尔,110000101010111010101110101000111000100101111001101010011101
sz002398,垒知集团,001100111100111110001010100010110000110101101101110000111001
sz300864,南大环境,110101101100111110001100100000111000111101101101101100011101
sz002273,水晶光电,101000101000111010101110101000011000100101110001101110011101
sz000546,金圆股份,010100111100111100001110100010011000111001101010001101011011
sz300548,博创科技,101001101000101010111111110010100000101101011100111110110011
sz002734,利民股份,010100110110110101111010100110110111110010111111101010011011
sz300137,ST先河,010000111011101001000011110001011000000010111101011000111001
sz002985,北摩高科,100100101000111001001011101001101100010111010001001100011111
sz301257,普蕊斯,010101111000111110001110100001101101010101100100101000011101
sz002206,海 利 得,110000101100110111011110100110110001111001100100100100011001
sz300420,五洋自控,000101111100110001111011100100101000111101010101001000011011
sz002638,勤上股份,001000110100101000101111100011111000111101101100101000111011
sz002004,华邦健康,010101100110101111001011000110011101010111101110100000011101
sz000590,启迪药业,010101111110110011000111000001110101110010011100001010010001
sz000661,长春高新,010101110100001010110110010110110100010110100110100000001001
sz002983,芯瑞达,100100111010101110101110110100101000110101111001001011110101
sz002578,闽发铝业,001100101100111100101011100010110100110101101101000100011011
sz002381,双箭股份,010000111100110110001011101001111100110101101101100000111101
sz001335,信凯科技,11100100111011101011000111100101100111101000111101
sz300493,润欣科技,100001111000101010011110101010001010110100011100001110011100
sz002150,通润装备,011000111110101010101110101000011000100101110101001011011101
sz000929,*ST兰黄,001010111111010000010110101011010000111110101100111000011001
sz002910,庄园牧场,010101110111111100001110100001011000111101100100101000011011
sz300606,金太阳,011001101100001010001110101000111001110101111101101010111101
sz002358,森源电气,001000101100101010001110100010111000101100110101001000011101
sz300978,东箭科技,011001101100111110001110101000101000100101011101101010011001
sz000063,中兴通讯,011100101000111010001110101010101100100101111101001010011101
sz002350,北京科锐,010100111100111010101111110000111000110101101001001000011001
sz301006,迈拓股份,111101111110111110011110100001111000100101011101101000011011
sz300906,日月明,011101111000111010001010101001111000110101110100101110011101
sz002313,日海智能,001000111100111010001110101000111000101110110001101000011101
sz002662,峰璟股份,001000101100101111101110100010111000110100110001000000011101
sz002295,精艺股份,000100111010111110101010100001111001010101110001000000011010
sz000723,美锦能源,011101111100101010011111100010111100110101100001001100011101
sz301132,满坤科技,010001111000011110110110100001111000101101111001101011111101
sz301602,超研股份,111101101100101010101110101000111001010101100101111000011101
sz002335,科华数据,101000111000101000111110001000101100101101111101111010011111
sz301123,奕东电子,100101111001101010001110000000101000100101111001001011111011
sz002630,ST华西,001000010011011111010000000000110110101000100110001001011011
sz000401,冀东水泥,110101100100100100100001100010010100010100101000000100101001
sz000100,TCL科技,111000110010110000100110001010101000100000100001101110110001
sz301616,浙江华业,111000101100011010100011101011001001100101001101101010011101
sz300265,通光线缆,100001101000111010101111101000111000111101010111011110111011
sz002470,金正大,001101101100101100100011000010010000010100101111101100011001
sz300899,*ST凯鑫,011010111010010111110111111011010010110101111111101010011111
sz002749,国光股份,110111111101001101001011000100111000010011101001111000101101
sz002329,皇氏集团,100101111100100000100010101011111000111101100101001100111001
sz300927,江天化学,011100110111101001011011101110111100010001001111000010011001
sz002731,萃华珠宝,111000110110101100101110110101111100111001100001101000010011
sz002552,宝鼎科技,110000111100001100001010101000111110100101111001001010011101
sz002637,赞宇科技,010000111010111001111010100011101000110101001101000100011001
sz002497,雅化集团,000000101100111011100010100010101100000101101001000101011110
sz001266,宏英智能,111100111110111010101110100001101001111101001111101010011001
sz000655,金岭矿业,010100111110111001100011101010111100110111101001000100011101
sz002884,凌霄泵业,011000111000001010001010100000101000001100101101101000101101
sz000839,中信国安,010100111100011010101111000010110000100100111101001100011101
sz002879,长缆科技,010100101100111010100111001000111000110101101100000000111001
sz002929,润建股份,101100111000011010111110001110101000100101111100001010011011
sz002360,同德化工,010100111110101000001111100001111000110101100000011000011001
sz002331,皖通科技,111100111110111010101010101100110110101101110101101000011110
sz300319,麦捷科技,001001101001111010001110101000111000100101110101001110011101
sz002758,浙农股份,010101110110100100101011000001100100110101101001100000011001
sz001202,炬申股份,010100111000101100101010100010100000110101101101100011011101
sz300489,光智科技,011001111100101010001110101000100001100100110101011000011101
sz002855,捷荣技术,001001101000111110101110101000101010100101111101001111011101
sz301216,万凯新材,011101111000101110011010001010101010100010100101000101111001
sz300928,华安鑫创,101001111100011110001111101000100100110100000010101010011101
sz301085,亚康股份,101001101000101010111110000000110000100101111100101010011101
sz301309,万得凯,111001111110101110101111100001111011110101111101101010011001
sz300982,苏文电能,010101101110111010110111101000101000111101110000101100011101
sz300062,中能电气,110101111000101000101111100010110000110101101101101100011101
sz300126,锐奇股份,010001111000101010001110101000101000100101110101101000011111
sz000623,吉林敖东,011101110010111100101100101010000000010111100101101000011101
sz002258,利尔化学,001111110100110101001010001110100101110101011000001101011001
sz300873,海晨股份,101001111000011110101110101010001000111101010101001110011101
sz003011,海象新材,011100110100101110111111101001111000011101101101001000011011
sz301129,瑞纳智能,011001110110101111101110100000111100110101100000101010011101
sz301376,致欧科技,001001111110101111001010101110011000100001010101100000011101
sz002165,红 宝 丽,011101111111111101011111001110100100110001100101001000011011
sz000679,大连友谊,000101110100101100011011100100111001101001000111001010111011
sz000906,浙商中拓,010101110111001101101011110110010110101100101101000000111101
sz300224,正海磁材,010101110100001010001110101010101000100101110111101100011101
sz300302,同有科技,001101101000011010101110101010011000100101111101001110011010
sz002456,欧菲光,100000011000001000101110101000111000110101110101001010011100
sz002224,三 力 士,011100110110101110101111101000110100110101000101100000011101
sz000680,山推股份,010001111000111100101000100000101100000110010001100110001101
sz300590,移为通信,101001111001111010001110101010111000101101111001101010011111
sz301185,鸥玛软件,111101100011011101101110101010111001100101100111101000011111
sz000776,广发证券,010101110000111001100100101010000000100111110101101000111101
sz301359,东南电子,110101111110111111111110100000101000110101011101101010011001
sz301211,亨迪药业,011001111100101101000010101001101111010101001100101000011001
sz002663,普邦股份,000100111100100100101111100010011000110101100101000000011101
sz002188,中天服务,010100111110101000101110101001011000110101101101101100011111
sz300846,首都在线,100001101000101010111110101010101000100101111100101010011101
sz002195,岩山科技,101000111100111010001110011010101000101101010001001100011111
sz002935,天奥电子,010000101000111110101111101000010000110100111101101100011111
sz301222,浙江恒威,011001111010111111001111100000101000100101111111001100111101
sz301520,万邦医药,010101111010101011001110101001101101110101100110101100011001
sz301517,陕西华达,110001101000111100001111101000111000110110110011110010011111
sz300405,科隆股份,010101111000111010001111101000111000110101101000101000111001
sz300443,金雷股份,101001101010111101101111000100001000100101100101111110011111
sz002730,电光科技,001000111000101010101000001011110010100101010101001010011111
sz000912,泸天化,010100111011101001101111010000111000110001101100011100011001
sz000421,南京公用,010101111000111100100111110011101000011101011111100100011101
sz300329,海伦钢琴,111001110100110110011111110000111010010100101100001100011000
sz000705,浙江震元,011101111110101100001011100001011001100101001110001000011001
sz002129,TCL中环,011100101000101100100110101110110000000100100101001100011101
sz300882,万胜智能,011101101010111010111110100000011000101100010101001000011001
sz002626,金达威,011100110110101100101011100011001000010101101101001100111101
sz002864,盘龙药业,011101111110101101001110100001111100011111000100101000111101
sz300162,雷曼光电,010101111110101010111110101000111000110101110111001010011001
sz300702,天宇股份,011001001111111001110100100111101101110111010111001000111001
sz300861,美畅股份,011001111000101000111100101101101010100101100101001110111101
sz002722,物产金轮,011000111110111110101111000100100010111101111101101010011101
sz300185,通裕重工,000001011001000110010011110010110000101001000101111100011111
sz001206,依依股份,011000010110101001001010100011111101010101100111111000110001
sz300610,晨化股份,011001101111110110101011111101100001010101101101101000111011
sz002437,誉衡药业,010100111100111111000010100011101101010101000100101000110001
sz300423,昇辉科技,111110111001110010110010100010111000100100010100001000011101
sz301089,拓新药业,111101111000101101000010101001111100010101101111001000011101
sz301317,鑫磊股份,110100111100111111100010111110100000100101111001101000011101
sz002024,ST易购,001100111100011000111000000000010010000000110001001000011011
sz002792,通宇通讯,101000101000110001110110111000111000100100111100101010111111
sz300795,米奥会展,100101111100101010011010001110101000111101111101001000011100
sz301004,嘉益股份,001001111110111011011110001100001100001011110001001000001101
sz300976,达瑞电子,101001101000111111001110100000101100101101011101101111001101
sz002989,中天精装,111100101000101000011010110101101111011110111011110010110011
sz002562,兄弟科技,010100111010101011111010101110110001110101100100001000011101
sz300566,激智科技,010001101010111110101110101000111000100101110101101111011101
sz002096,易普力,011101111001111011001001101010001001000111001001111000001001
sz002302,西部建设,010101100000110110101011101010010100110110101001001100011101
sz002051,中工国际,011101111000110110101010100110011100100101111001001100111001
sz002069,獐子岛,000101110111100000001111100111011010010101101101000001011111
sz301111,粤万年青,011101111100101100001100101001111001011111000110100000011001
sz000810,创维数字,110100101100001010101110101000011010100100111100101110011111
sz002692,远程股份,100000101100111010101110100000111001111101110100000000011101
sz300230,永利股份,010000101010111110101110101010011000101101110100001000011101
sz300656,民德电子,110101101101001100000110101000011100110101010101001110111101
sz300279,和晶科技,011101111010101010101110100000111000110101111101101010011011
sz300091,金通灵,100100101100010010111011101000111000110101110101101010011101
sz002121,科陆电子,110100111110111110011010100000111011110100110100101100011101
sz000882,华联股份,010101111100111000001010100010111000011100100101000000011001
sz000731,四川美丰,010101100110111001100011000011011100010101101101000101011001
sz301020,密封科技,101101111000101110101110100000101000110111011101000010011001
sz002589,瑞康医药,011101101100111101101101100000101000010111101100000100011101
sz301098,金埔园林,010101101010111110001110100000111000110101101101101000011001
sz301058,中粮科工,001101110010001100001011101010011100100101111110101000011101
sz300857,协创数据,101000101000011010101110001010101000101101111101000010011111
sz002305,*ST南置,001000011000011000000110111011011110111000101011101100011001
sz002678,珠江钢琴,010100111100101110001110110011011000111101000110111100011111
sz000010,美丽生态,000101111010111010101111111000110000110101111100101000011001
sz002863,今飞凯达,110000111110111110101110101000111000100101110101100000011001
sz301336,趣睡科技,110001110000001010011110000000101000100101001111001000011100
sz300735,光弘科技,100001101000011010101111001010101000100101010100001010011100
sz002235,安妮股份,010100111100101100101110110000111000110101110100101111110011
sz002479,富春环保,010100101101011001100010100010110100111101000000001100111001
sz001330,博纳影业,011101110000111000101110101010111100111100110101101001011001
sz002030,达安基因,010101111100111100001010100111101000010111000100101100111101
sz301515,港通医疗,011101111110101010001010100100111000110101001101001000011011
sz000619,海螺新材,011100111110101110101111100111010110111101111001001000011101
sz300321,同大股份,111101101101001010001110000010101100010100101101111000010011
sz300046,台基股份,001100111011011001011001011101010100110101011010101011011100
sz300822,贝仕达克,101001111000101101010110100000111000111101110101101111011100
sz300669,沪宁股份,011101111110101011101101001001111001000101101001101000010001
sz300835,龙磁科技,001101111110101010001110101010101000100100110111111000010100
sz002191,劲嘉股份,011101111000101100001011110000011000110101100110001100111101
sz000553,安道麦A,110101110100101111001111010110111001010111011101100100011001
sz002518,科士达,001100101000111010100110001010101000100101110100001010011101
sz000016,深康佳Ａ,000100011010001000101100010010011000100101010101001110011101
sz002780,三夫户外,011100111101110000111111000101111000011101100100001100010111
sz002797,第一创业,001100101100111000100010101010000000110101110101101100011101
sz003018,金富科技,011100111110111110100110100011101001100101100101101000011001
sz002853,皮阿诺,001000111100111010001010100100010000100101111100001000011101
sz300732,设研院,011101110010111100101111100010011100110101101000001000011011
sz300898,熊猫乳品,001111110101101001001011100011011100111001100111101100011011
sz002275,桂林三金,010101101010111101001010110011101000010111100100000000111001
sz301228,实朴检测,110001101111000111010100001110000001001100110101100010010111
sz001216,华瓷股份,011000111110101110101100110001101001111101111101101100101001
sz000534,万泽股份,010000111000101010101111100000101000100101000100101010011111
sz000516,国际医学,010101101100101000001111100100011100000101100110001100011101
sz300667,必创科技,000100101000111010011110101000111000101100010100101010011101
sz300831,派瑞股份,010101101000111010001110101000011010111101110101001110011101
sz301626,苏州天脉,111001110011110010101111101000100000100101110111011101110101
sz300032,金龙机电,010001101000011100001111100010100010110101110001001110011100
sz301307,美利信,111001101000110111001111001000110010100101110000001010010100
sz300602,飞荣达,101001101010111010101110101000110000100101110000101111011101
sz301348,蓝箭电子,110100101001101010001110101000101000100101110100001010111101
sz001208,华菱线缆,011000101110111110100110101000111000110101000101000010111111
sz001231,农心科技,010101010110101111011011100001001011010101111101100000111001
sz301419,阿莱德,001001111010110010111110101000101000100100111101101010011011
sz301519,舜禹股份,010101111010011110101110100001111000110101111100101100111011
sz000980,众泰汽车,010101111100101110010110100010111000010100101101001100111101
sz000657,中钨高新,110000100100001100101010111011101001001111100011010110010001
sz002984,森麒麟,000000111000011010001110101000011000100100110110001110011101
sz000795,英洛华,011101110100011010010010101011101000100101110111001000011101
sz300543,朗科智能,101000101010111010001110101000111000100101110101101110011101
sz002233,塔牌集团,111101100001110101100010011000011101000010101001000010100011
sz301181,标榜股份,001001111100101111011111100001111011110100010001100000011001
sz002587,奥拓电子,000100111010101010001010101010111000100101110100001010011001
sz002201,九鼎新材,111111111100101110000111001000110100110101100101001000111111
sz300837,浙矿股份,011101100110101010001011101100111000110101101101000000011001
sz002808,*ST恒久,101010101111000011001111101011100001100000101110001010011001
sz300825,阿尔特,001000101000111110101110101000111000100100010101101011011101
sz002119,康强电子,110001101000101100101110100010101000100101111101111110111101
sz301578,辰奕智能,100000111010111010101110101000110000101101101101101010011101
sz300488,恒锋工具,001000101000001010001110101010100010100101110001001110011101
sz000017,深中华A,111001110111101100100111100010111110111101100101101000011001
sz301272,英华特,011101111100111010101111101001101000100101101101101000011001
sz300272,开能健康,000101111110101111001101101000111000110101000111000000011101
sz002123,梦网科技,101001111010101010111110100011111001000101011011001000011111
sz300349,金卡智能,011001101010111010101111101000111001001101110101101100011101
sz002774,快意电梯,100000111100101110001110110010110111100101111000001101011001
sz300636,同和药业,011101111110111101001110101001101101010111010100101000111001
sz002533,金杯电工,010000110100111110001110101000111001101100010101001000011101
sz000709,河钢股份,010100100100111001111011000110010000110010100101000100011101
sz000862,银星能源,110101110110101001100010100010111100110101101010001100111101
sz301499,维科精密,101000101000111110001110101000101110101101100111101000011101
sz300712,永福股份,011001110010011010010110100000111000100100110101101010011001
sz002715,登云股份,101000111110101100101010101100111101010001100101101010010011
sz002560,通达股份,010100101100111101001111101101100011011101000101010110011111
sz002725,跃岭股份,011100111010101110101110100000111100100101111101101010111101
sz300204,舒泰神,010100101111111011100001010100101111111111000100111000110111
sz002344,海宁皮城,011100111100111100001011100010011000110101100101001100011111
sz002585,双星新材,010100101010111110001101100010110001110101101101001000111011
sz301585,蓝宇股份,110101101001001010001011101100101101100100111101111000011101
sz301157,华塑科技,100100111000111010001110100000001000100101111101101011011101
sz000957,中通客车,010000111010101110101011101000101100001100000101001100011101
sz300029,*ST天龙,010010111110111110001110110000111100111010010101101100011101
sz300615,欣天科技,011001101000111110111111100000101010100100111101001010011011
sz002192,融捷股份,010100101000011110001110101010010100110101100001001101011100
sz001260,坤泰股份,011001111100111101001110100000101100010101101100100000011011
sz300469,信息发展,110001111001011100011100100010101000111101110001001110110111
sz002545,东方铁塔,011101111110101100101111010010101100010001111111100101101011
sz000981,山子高科,000101111100111010101110101011111001001101001100100010011011
sz003027,同兴科技,110100110110111101001010110010101000110101101110101000111001
sz001378,德冠新材,011000101010110010101010101001111000010101111101101000011101
sz301265,华新环保,010101101110101111001001100001101000111101011101101000011101
sz301395,仁信新材,100101111100101111001010100010110001111001001101101000011100
sz301136,招标股份,011101111100111000001111101000011100110101110000001000111010
sz002838,道恩股份,110001101100101010001011111010101010000101001110101010011101
sz002382,蓝帆医疗,010100110100101100001110011011111101010101101110000100111001
sz001234,泰慕士,010000111010100010001010110011011000011111111001001000011111
sz002973,侨银股份,001000111110101010101110000010110000111101100101001010110101
sz300018,中元股份,011101101100111110101010100000111000101101110101001010011011
sz301290,东星医疗,011101111010100100011010101110101011001101000100000000011001
sz300417,南华仪器,011001110110101111101110101000101000100101011101101000011011
sz002054,德美化工,010000111110101110001111100110111000110111101100100000011001
sz300763,锦浪科技,010000111000001100101010111000010000100101110111001010011101
sz300437,清水源,010101110110111010001011100011101000110101101100001111010011
sz300613,富瀚微,101001101000101010101110101000011000111101111100000110011101
sz001218,丽臣实业,010100110110111111001011000001110001110101101101000000011101
sz300374,中铁装配,010101110000101100101110101010011000110101101101001000011101
sz000691,*ST亚太,001010011111000010011100000011011101000110111000000000011011
sz002822,ST中装,000100101110111110100110110110000001110101001001100000011101
sz301258,富士莱,011101111110001101110010100101111011110001000110001000011001
sz002876,三利谱,110000101000111010101010101010100001100100111101001110011111
sz002812,恩捷股份,011101101010111000101110101010001100010101100101000110111111
sz300960,通业科技,100101111100001010001010101001110101110000010001101100011111
sz301135,瑞德智能,101000111010111110001111101011101000100100110101101010011001
sz002140,东华科技,101100101010101110001011101000011000001100101101001000111001
sz300639,凯普生物,010101111110101100001110101001101001010111100100001000011011
sz301468,博盈特焊,010101111110101110101110101010111101110101001110101010111111
sz301300,远翔新材,111101111110101110001010101001111000100001001100101000011101
sz002823,凯中精密,001000111100011010101110101000101000100101110101001010011001
sz002687,乔治白,011100110111101101001011110001011000011101101101001000011101
sz000089,深圳机场,010101101101001111001010001011010110111001001001000100101101
sz301100,风光股份,011101101000101111011010101101101000110101101101001000011001
sz000533,顺钠股份,010001101110011010101110100010111011111101101010011000111101
sz002999,天禾股份,011101110100101101001111100111111000110111101101100100111011
sz002144,宏达高科,100100110010101110101011110101111000111101101101101000011111
sz300942,易瑞生物,010101111110001110010111111000111101010101010101101000111001
sz002321,华英农业,000111010100101000001011000010011000110101100101010001011001
sz002893,京能热力,010101101110111101100010111000111100100101110101001000011101
sz300886,华业香料,111101110110101111011110100001011101011001101110101000011001
sz002821,凯莱英,010000101000011111111110011011011111011111100110101000111101
sz301392,汇成真空,110111111101100100101100100100110010000101110110101111110101
sz300259,新天科技,011000111010111110100111100000111000110101110101101010011101
sz002090,金智科技,111100101011111010101010110000011110110100110000001000011100
sz300326,ST凯利,001110111111001000000110111000111000100111100000001000011011
sz300994,久祺股份,011100110110001101000110101010111001100101100100100000011001
sz301202,朗威股份,001001101000011011101100101010101110100101011101001010011101
sz300948,冠中生态,110101110010111010001111100001111000110101111100101000011001
sz002679,福建金森,111001110100101100101111110001011000111101101111101100011011
sz301355,南王科技,010101111010000101001011101011111001110101110111101000010011
sz002703,浙江世宝,000000111100011100001111100100110101100100010001101100110000
sz300132,青松股份,011001111110101101001011110011010001111001100110101000011001
sz300408,三环集团,100000111100111010010001101100000010001111110100001011111101
sz300614,百川畅银,110100110000101010101100100110111000110101111100101111011001
sz300737,科顺股份,010101111000101100101110101000011000110110001110001100111001
sz300424,航新科技,010100100101101100001111101000110000110111010100000110011111
sz300979,华利集团,001010111110110011000010110010011001010101010011100010001100
sz300119,瑞普生物,010101010000001101101000111011101000110011100011000000011001
sz000825,太钢不锈,010101100000111001101011001010010100100000101001000100111001
sz300776,帝尔激光,011000001010011000111010101100010000000101110101001000011101
sz300512,中亚股份,011001111010111010001111100000101000110101110101101000011111
sz301103,何氏眼科,011101111110101101101010100001111000110111110101000000011001
sz002613,北玻股份,011100101110110110101010100010110000000101101000001000011101
sz300442,润泽科技,101000101010011011010110100000101100100101111100101010111111
sz000563,陕国投Ａ,011101110100111100100010001010011100010111010101101100011100
sz000078,海王生物,011101110100101101101111000010111100010111000110001000011101
sz301613,新铝时代,101111101001001000111010100101100010001110010101110010011101
sz300983,尤安设计,011001110110111000001111110010011100111110101001101010011001
sz001203,大中矿业,011101111000101011101010100110010000111110111111100110101011
sz000885,城发环境,011101110100011101100001110010010100111110100001001100111101
sz002635,安洁科技,000000101010111010100110101000111000100101110101101110011101
sz002788,鹭燕医药,011100110110111101001010111001111101011111101110100000111101
sz000036,华联控股,010100111110110110101010000000111010000110101001001100111101
sz300514,友讯达,111001101010111110101110101000101000101101111101101010011101
sz003008,开普检测,011100111010110110101101100000111000110101101101000000011101
sz002917,金奥博,000100111010011010101111111000101001110101111101001000011111
sz002389,航天彩虹,100101101000001000000111101000110011110111100111011110011111
sz300878,维康药业,010101101100101000001110101001101101011111001100001100011001
sz300006,莱美药业,010101101100101001001110100000111000010111001111001000011001
sz301086,鸿富瀚,011001101010111111110111101000101000101100110101101010011101
sz300085,银之杰,001101111101011000101110101010011100110111110101111000111100
sz301538,骏鼎达,111001101010111110101011101000101101101010110001101000011101
sz301117,佳缘科技,110101101000101110100110101000011000110100111101101010110110
sz300933,中辰股份,110101101000111010101010100010111000111101111100001010011101
sz002761,浙江建投,010101110010110100101110101010110110110101101000001100111101
sz300105,龙源技术,010101101100111011100111100010011000111101101100101110011101
sz002833,弘亚数控,101000101110101011001110101000111100001100000101000110101101
sz301170,锡南科技,101000101100111110001110100000101001100101111111101100011101
sz301138,华研精机,011001011110101110001111100100111111010001010111001100011101
sz300187,永清环保,010101111100111101101011100010011000111100101101111000011001
sz002885,京泉华,010100111010011000001110101000111000100100111101101010011001
sz000726,鲁  泰Ａ,011100100110100101100001010001011000111001101111000000011101
sz002831,裕同科技,101000110000110011100000111100111101001100111001000001001001
sz300371,汇中股份,011100111110101110101111100011011000110101010100001000011101
sz002643,万润股份,010001101000101111001010101000101001111101101101001011111110
sz002775,文科股份,010100101100110110001111100011011100100101101100001100011001
sz001367,海森药业,010100111110101100100110100001100110010111100111000000111001
sz002639,雪人股份,011000111110101010000110100101111001111111110100101100011001
sz300154,瑞凌股份,001001101010111010001110101000101000100101110101101010011101
sz003003,天元股份,011100111110110000000011001010111011110101000100101000011001
sz301305,朗坤科技,011101111010011111001010100001011000110101000101101001011001
sz002370,亚太药业,010100111110101101001011100100111100010111010101101000011001
sz300389,艾比森,010001101010101111011110101000011000101101011101101010011001
sz000970,中科三环,011100100000011010000010101110101000100101110101101100011101
sz002169,智光电气,011100111110101001100110100000111000100101001100001110111011
sz002025,航天电器,010101101001001010110011101000110110100110001001001010011101
sz002795,永和智控,011000111110111010001110000001011000100101111101001010111101
sz002495,佳隆股份,111101111101101101001111100011011000010001101101001000011101
sz000927,中国铁物,010101110100100100101011101010010000100100000101001100011100
sz300897,山科智能,101001111010101110101010101000101000100101111001001000111101
sz301276,嘉曼服饰,011100011111001110001101100001111000011001001101101000011101
sz300705,九典制药,010100101100001110001010100000101001010111000110101100011101
sz301260,格力博,011101100110111011101111001011111100010001100101001100011111
sz300058,蓝色光标,001101101001001000001110101010111010100101011101101000011101
sz301361,众智科技,111100101000001010101110101000101000100101110101101011011101
sz301557,常友科技,111101111011111000100111101011100000100100001101101010011111
sz300385,雪浪环境,010101111010110110001110100001011000110101101100101000011011
sz001229,魅视科技,010000111100111110011110101000111000101101111001101110011101
sz301266,宇邦新材,011000111000101100101110101100111000100101100100101110111001
sz000410,沈阳机床,001000101100111010001110111000111100100100100100001100011101
sz300246,宝莱特,011101110100101110011110101100111000110101001101001000011001
sz002307,北新路桥,010101101100110110101111101111010100110111101001101000111101
sz300625,三雄极光,011101111100101110101011101100111000110101101101100000111001
sz300741,华宝股份,011101101110101100101110000010011101111001100110101100111101
sz002045,国光电器,000000101000111010001110101000111010100101110101001110011100
sz300629,新劲刚,011101111000101000001111111000010010100111100000110110111111
sz002660,茂硕电源,011100111100001010101110101000111010100100111000101110011101
sz300027,华谊兄弟,001101110000111001001110101010011100110101110111101001011101
sz002419,天虹股份,010101110110111100001110101100010000110110100101000100111111
sz000856,冀东装备,001000111110101010001110111000111000100101011101101010011111
sz000828,东莞控股,010100111111110100000011111010010000101111110101000100011100
sz301456,盘古智能,011001111100101001101110101010001000100101101101101110011101
sz001267,汇绿生态,011100101010111100000110100000011101100100111100101010010011
sz300675,建科院,011101110100111100101011101000011000110111011000001000111001
sz002956,西麦食品,111101111101001001011101010101101000110001100111100010111011
sz001239,永达股份,101101101110101010101110101000101100110101000001001010011101
sz300865,大宏立,011101111100101111001110100000101000100101111101011000110001
sz002787,华源控股,010000111100101110101010110011011000110101101101000000111001
sz301498,乖宝宠物,110111111010101011001000111111110011101111100001100010001011
sz300276,三丰智能,101101101011001010001110101000101000100101110110101010011101
sz301353,普莱得,111000111110111110101010111001101000100101101101001000011111
sz300334,津膜科技,010101110110111110001011101000011000111101001100100000011100
sz001212,中旗新材,100000110110001100001011001010100000111110000100101010001001
sz301356,天振股份,010001101000111100101011001000111011011101100101001100011001
sz002146,荣盛发展,000101110100111100101110101010010000110101100100001000011101
sz000789,万年青,011101100110110100101011010010010001111110001001010100111001
sz002333,罗普斯金,010101111110101100101010100011110000110101101001101000111000
sz002615,哈尔斯,011000111010011000001010100001101000110101101101111000011111
sz000526,学大教育,111111101001011111001110010011101000001100100001001000111101
sz002763,汇洁股份,011100110110101111001110110011101000011101101101001000011101
sz301056,森赫股份,000001111110101010101111100001101000100101101111000110011011
sz300939,秋田微,111001111010111110001110100000111000000101111001101110011001
sz300509,新美星,011101111010111110001110100000111000111100100001101010011001
sz002345,潮宏基,111101111100011000111010010110111101011111100011100000110001
sz001387,雪祺电气,001000111110101110101111100001111000100111100001001110011000
sz002881,美格智能,101000101000011010111110000000101010100100111100101010011101
sz300396,迪瑞医疗,010001111000111100001110101100101001000101100100101000111101
sz300160,秀强股份,011101100110011110101010100010110000111101101101000100111101
sz300849,锦盛新材,110000111100000000001010100111111000100101111101001010011000
sz002654,万润科技,001100111000101010101110101010111000100101111101001110110100
sz300534,陇神戎发,010001111110111000001010101100101001010101100100101000011101
sz002099,海翔药业,010100111010001101001110010010101011110001001100001000011001
sz301448,开创电气,001000111110101110101011101001111010011100000111000000011101
sz002641,公元股份,010100110110101001100011100100011000110101111101001100111101
sz002138,顺络电子,101000101010111000111110101000000110101100110000001010111101
sz300464,星徽股份,110101110111001000101010100011010000110001000111001000011001
sz002079,苏州固锝,010000111000101110000110101010101000110101111101001110011101
sz300594,朗进科技,010101111100101010001111101000111000110110011100001010011001
sz301295,美硕科技,011101110110101110011110101001111000110101101100101000011101
sz002448,中原内配,101000111100111010101110101000101000111101100110101000011100
sz300254,仟源医药,110100110100101000000011101001101110010111000110101000111001
sz000818,航锦科技,100000111000111010111110101010111000100101111101001110011101
sz003033,征和工业,000000111000111010001111101010100000100100101001101000011101
sz000055,方大集团,010100110110101100101011100011010100110101101101001000011111
sz301059,金三江,010001010110101110001011100001101001010101101101001000011100
sz000739,普洛药业,010100101100111101001110000010101101010111000111100000011101
sz301083,百胜智能,011001111000110110001110101000101001100100111101001000011001
sz002777,久远银海,001101101000101010001110101000111001100100110101101100011111
sz002077,大港股份,110101111001001100101110101000111000100101110101001110111100
sz002112,三变科技,110000111100101010101110101000101010100101011100001010011101
sz002950,奥美医疗,011100111110101100101010100110111000010101001101001100111101
sz002515,金字火腿,011011011011111001001010100011011000111011100101000100011101
sz002658,雪迪龙,110001111110101110100010110010110000110101010110100100011101
sz301155,海力风电,110001101101011001110011010100110100001111001101011010110011
sz301165,锐捷网络,101101101001011011011010101010110000100111111001101010111011
sz301231,荣信文化,010101110110001000101100000000011010100111100111101000011001
sz002835,同为股份,010000111110111110001110101000101000100101111001101110011101
sz002978,安宁股份,110101101100111010100010111010010001100001101011000000011101
sz300652,雷迪克,011000111110001110111111101001100011000001011011100000001000
sz002027,分众传媒,000101110111110001001110000010001011101000000000100100101101
sz301511,德福科技,011001101010110100011110110000111000101001110101101010111011
sz300285,国瓷材料,010000101100110000001010101010000100110101100101101100111001
sz301082,久盛电气,110001111100101011000110101101011001111100110110001100011001
sz301177,迪阿股份,111001111100101000101010100010111100111001100101101000011101
sz002767,先锋电子,101000111110111011001111101000111000101101111101101100011011
sz301286,侨源股份,111000101000101010001010111010100000101100110100000000011001
sz300056,中创环保,010101101100000010101010101110010000000101011101001010111001
sz301503,智迪科技,111000101010101110111110101000101000100101101101101000011100
sz000550,江铃汽车,001000101101111110000010101000111110100100000101011100111101
sz002399,海普瑞,010100111100101101001000001011111000010111100110110000001001
sz002817,黄山胶囊,011100110110101100011110100001111000010101101100100000111000
