股票代码,股票名称,涨跌字符串
sh601179,中国西电,010101100000111001000010101110011000101001001001001100011001
sh600160,巨化股份,111011100101101111110011000010001001000111101110011000000001
sh600315,上海家化,111101111111101101101011010101001101010001100010100100101001
sh600558,大西洋,110100101100111010000010101011110001111101000110110010011011
sh603124,江南新材,110100111110011100100110101010011001100101110101001111110001
sh688182,灿勤科技,101000101100111010001100001010111010111110010010001010001101
sh688682,霍莱沃,110101111010111000111111111001010001011111111011011010011011
sh603128,华贸物流,011101110010100100000010101010000000110100000111001100011101
sh603566,普莱柯,011101010110101101101010001001111100011001101110001010011001
sh600479,千金药业,010101110110111101001010010100101100010111100100000000111101
sh600800,渤海化学,010000111101101001000011110110111100111001111100101010010000
sh600488,津药药业,010100111110101101001110010001111001010111001100100000011001
sh600230,沧州大化,010101111110101101101011101110111001010101001001001100111101
sh603856,东宏股份,010101100110111110101010111000110000110101101001101100110101
sh688349,三一重能,000001101010011001100111100010000100101101110001011010101101
sh688485,九州一轨,111001111100101110101111100001111000110101001100010000011001
sh600629,华建集团,001000111111011101001010010010110000100110101110111010011101
sh603586,金麒麟,011000111110101111100100001010111010111101010101000000011111
sh600797,浙大网新,100000111010111010101110100110101000100101111000101100011101
sh688252,天德钰,111000101100101010001110101000001000101101111101100110011101
sh688501,青达环保,011000101010111111100100110111111001001101101000000010011001
sh688589,力合微,100001101000101110001110101000011000101101110100001010111101
sh600861,XD北京人,100101111101101110101110010010011100011101100001101100001101
sh603611,诺力股份,011000101100101110101100101000100001111100100111101010011111
sh603416,信捷电气,111000110000001010100111001000100010001010110001100010011100
sh600613,神奇制药,010100111110111101001011100000101001010101010100001000111101
sh605162,新中港,110100110110101011100010110000111100110101111101001000011111
sh603700,宁水集团,011100111000101110001110100001101000100100011101001010011100
sh688132,邦彦技术,101001111100101000101111101000111010010100011100001111011101
sh688593,新相微,011001111000111010111100001000010010000101000101100110011100
sh688355,明志科技,011001101010111010101110101000110000000101111101101010011101
sh603690,至纯科技,010010111000001110001110100000111100100101111101001011111100
sh603135,中重科技,011100111010101110101010101000110111100100010101001010011001
sh601001,晋控煤业,010101001101001001000010101011010101001000101101001100111001
sh600879,航天电子,010101101000111000001101101100110100100110101001011111011111
sh601015,陕西黑猫,010101111100101101101011100011110100110101101101011010011011
sh688586,江航装备,010001111001101100000011101000010001100110100101010110011111
sh603610,麒盛科技,011000111110111010101110010100110000100101100101101100011111
sh603348,文灿股份,001100101010111110000110101000101101000101100101101100011000
sh603719,良品铺子,011101110111101101001010100000111000111001100101001000011001
sh688458,美芯晟,011101101001100000111110101000101010110110111101010110010101
sh603881,数据港,100100101010101010111110101010101000100101111100101010011111
sh603014,威高血净,00010101101100111110100111101
sh600130,*ST波导,001000111110000101000111011010011100111010111101101100011001
sh600744,华银电力,110101110110101001001011110110101100110101100110011000111101
sh601865,福莱特,010000101100010010100110101100101000000101110101001010111101
sh603588,高能环境,110100101100111010101010001010010001101101100001001100011101
sh600103,青山纸业,011101110100101001101010100010011000110101100101000100111001
sh600857,宁波中百,101101110110101101101011110001010100111101101001100000111001
sh600939,重庆建工,010101110100110100100101001000010010110100101001001100011011
sh603918,金桥信息,101001111100101110101110001110110010100101110101001001011101
sh600101,明星电力,110111010110101101100010100111001100110101101110001000011101
sh688051,佳华科技,110100111010101110101100101000011011100100010101101010011111
sh600641,万业企业,110101101000101110101110001000111000010101110101001000011101
sh688400,凌云光,001001111000011010101110101000101110000101110100001010011101
sh603859,能科科技,101001101110111010111110101000000010100100110001001000011101
sh601966,玲珑轮胎,010000101000111110100011101000101100111101100111001110111101
sh688511,*ST天微,001100010010000001100110111001011000110101110001001010011101
sh603730,岱美股份,001000011100111110100100100001111100010100000101101000001101
sh600371,万向德农,011110010101001101101111101011011000110101101111001100011101
sh603273,天元智能,010000111110110011101010100010101101110101111010001000011001
sh603020,爱普股份,111100110000101101001011100011011100110101101010101110011101
sh603826,坤彩科技,111101111001101010101010001000010000100100111101001000011101
sh603327,福蓉科技,001000101000111010101110101000101000101101110101101110111101
sh600386,北巴传媒,011100111010111110101011100010011000111111000101001000011101
sh603970,中农立华,011101110100001100001011111000111100110101111110101100011001
sh601068,中铝国际,111000110110110000000010100010010000100111111001001100111001
sh600645,中源协和,011000101110101100010010111111101001010111100110101000011001
sh688609,九联科技,001001101000000010101110101010000000100101110101101110011101
sh688297,中无人机,010101111000001000011111101000010111110110100101010110001111
sh605305,中际联合,111000101110101011001010101000011100111101110101001110101111
sh600448,华纺股份,011100111110101001001110100111110000110001110101001000011011
sh688499,利元亨,011001101010011010011110101000101101110101110110101110011100
sh603949,雪龙集团,100000111100011010101111111000101011111001101101000000011001
sh688551,科威尔,011101111000101010001110100000111101111111100010001100011001
sh603367,辰欣药业,011101111110101101001000100011101101101111101110001010110001
sh603153,上海建科,011100101000111110101010100010011000101101101001101100111001
sh603290,斯达半导,011101101100101100001110101010001100000100110101001110011100
sh688602,康鹏科技,011001101111111000000010101100101110110101110100100000011000
sh600178,东安动力,010001101100111010101111111000111110000101010100001110111110
sh600481,双良节能,010000101000001000100110101100010000110101100101001100101101
sh688538,和辉光电-U,011001101100110000101011101010010000110101000100001100101001
sh603839,安正时尚,011100111111101001101110110101101010111100010100001000010111
sh601339,百隆东方,011000101100001110101010010101011000011101100111001000011101
sh688238,和元生物,010000111100111100001110101110101110110101000100001000011001
sh688543,国科军工,010101111100101000111111101000000110100110110101110111001101
sh603070,万控智造,010000111010101010001110100000111110000101111000001000011111
sh603137,恒尚节能,000001111111111000001010111000111000111111101101001110011111
sh605086,龙高股份,011101111101111110001110101000000001101011111101011100111101
sh688733,壹石通,111101101010101100011110101010110100111101111101001000011001
sh600563,法拉电子,000001001010111011000110100001101100101100110001100011011101
sh603073,彩蝶实业,100100111110100111100100100001111001110101101101001000011001
sh600582,天地科技,110101101001111111010001010000001101011100001001110000001101
sh603829,洛凯股份,011101110110101101101110110001100101111001111110101010011101
sh600774,汉商集团,010100111100101101001011000111001000110101100110001000011111
sh600195,中牧股份,010101110100100101101011100011111000110001000110101100111001
sh603618,杭电股份,101000101110111110001110100000111000110101111100001100111001
sh603322,超讯通信,111100101000110001000110101010011110001111111101111000010001
sh688361,中科飞测,111110101001001010100110100000011010100101010000011011111100
sh600718,东软集团,101000101000111010001110100010011000101101110100001100011111
sh600409,三友化工,010101101100101110001011000010010000010100001101001100011111
sh605180,华生科技,111000111110101110101110100001101000111101101101000000011000
sh600458,时代新材,100000100100011110001010101000101100100101010101101000111111
sh688302,海创药业-U,011101011100001101010111110101100111010110001100101010010001
sh603126,中材节能,000101111000111110101011110000110000110101101101001100011101
sh603025,大豪科技,101000101010101110001110101000101000100100110101100000111011
sh688283,坤恒顺维,011000101010000001000000111000111000101100110111001010011011
sh600502,安徽建工,110001100100110101000010110110010100101111101001100100101111
sh603511,爱慕股份,011100111111101000101110100001011100111101101101101000011111
sh603205,健尔康,111100110111000011001111101101101000000101110101100110011001
sh688229,博睿数据,111001111010101000110110101000010000100110011100001000011111
sh603016,新宏泰,011000111000111011101111101101011110000101001101001010111101
sh688120,华海清科,011100111001001100100110101000010000100101011000011011011001
sh603309,维力医疗,011001110010111111001000101100111000010111101101011100011001
sh603968,醋化股份,010000111110101111101011100101111001110001101100101000111001
sh601598,中国外运,100101100010000101000010111110010110111111000000101100101001
sh688089,嘉必优,011001111000100111010010100001011000111101101010001000111101
sh688078,龙软科技,110001101000101000001110101000011000100101010101001010011110
sh603987,康德莱,011000100100111111001111100001101000010111001101100000111001
sh600235,民丰特纸,011100111110111111100011110001111000110101101100001000011011
sh605222,起帆电缆,011101101110111010101110101000100000111101001101001110011101
sh605007,五洲特纸,010101111100101100001010101010001000010101100001111000011101
sh605003,众望布艺,111101111111101011110001001001101000110101101110110010011001
sh688211,中科微至,010101101000101100101010101000111100111101000101101110111001
sh603011,合锻智能,110000111100101010001110101101110111111110010101100000011001
sh600352,浙江龙盛,010101001111101001001011000110001100010001101101111000111001
sh600784,鲁银投资,011100100110111101000011111010011100101101101101111000011011
sh600335,国机汽车,010000101100111110001010101010111000111100001001001100011101
sh603159,上海亚虹,011100111110111110101101100010011001111001111001100000111001
sh600517,XD国网英,001101110100111100100010101010011000111101110101101100011101
sh688345,博力威,010001101010101001111110101011101000000000111100101010111111
sh688708,佳驰科技,010100101000011110000111111000011101100110001101000010001101
sh600058,五矿发展,011100110110101100011010000011011100110100101101001100011011
sh600925,苏能股份,010101110101000111010101001010010100111100111001011110100001
sh688710,益诺思,011000100000111010101110101000001110000111100100101000011000
sh600848,上海临港,011101111101111101000000100010010000010111101001011010101100
sh601798,蓝科高新,010101111100001011001011001000111000100101101100011100010111
sh600233,圆通速递,001101111111100101101110100010000010001100001101101101101101
sh600713,南京医药,010101100111110101001100101101011000010111000101100100111101
sh603608,天创时尚,110010011111110010100110000011011011101101101010000110011000
sh688038,中科通达,100000111010111100111010111000110000110100111100101000011111
sh603049,中策橡胶,00110001010011101
sh603111,康尼机电,001001101100111110100010101000111000111101111101101100111101
sh600022,山东钢铁,010101101000101000111010000000010000110100001001000000111100
sh688516,奥特维,010101111010101000101110101100100100101101011101000111111101
sh601231,环旭电子,101000101000111010100110101000101000100100110001001110011101
sh600284,浦东建设,011100111011001100101000010110010100101001111000001010001101
sh603877,太平鸟,011001011110110101101111010001001100010001100100101000011101
sh603089,正裕工业,001000111110101110111110110101111101011101110000001000111110
sh605068,明新旭腾,000100111111001011101111101000100001100000100000000001011101
sh603182,嘉华股份,101101010101101100001011000001011010010101101101000000111001
sh603350,安乃达,001000111111111010101111101000100010001000110101100000011101
sh600801,华新水泥,110101110011000100000010101111011100100110111001000100001111
sh600382,广东明珠,010100111111100100111011100010011100111011111101101000111001
sh605111,新洁能,110000101001101100001110101010100100100101110001001010011101
sh603628,XD清源股,011001101110101110101010101000011000110101101101001010011101
sh600221,海航控股,011101100100100000100110101000010100100100001010000100011101
sh603006,联明股份,110000110000101111001110100001111101011100010110101000011100
sh688162,巨一科技,011001111010011110101111101001111000100100001101001000011100
sh603519,立霸股份,010100111010101110001011101000111000111101110100001110011001
sh688570,天玛智控,011101111000111110001110101010001100000101010101011110011111
sh688322,奥比中光-UW,101001101100011111001000101000001101000000111000101011011101
sh603328,依顿电子,001000101000111010101110101000111000000101110001101111011001
sh688295,中复神鹰,000101101111111111001011000011010000010111100101000011011111
sh600993,马应龙,011101110111001101001011010011111101011011100000010011001111
sh600630,龙头股份,010100111100101110100111110011011000110101100101001000011101
sh603787,新日股份,011000111110101110001110100000111000111101101010100010011011
sh603127,昭衍新药,010000110100111000101010100100111111010111100110101000011101
sh600115,中国东航,010101101001100001001010001110101110111001010111101100011101
sh601106,中国一重,010101101100111000100011101010110000101100000101000110011111
sh603300,海南华铁,101100111110011010101110101010101000100101110001001010111111
sh688623,双元科技,001101100110000000101110101001100010100110011101101011001011
sh603033,三维股份,000101111010001000101011101000011000010100101100001000011001
sh601999,出版传媒,011101110110111100101111100010111000110101101101101000011011
sh601568,北元集团,010101100100101111111100000010110000010101001101000000011001
sh600307,酒钢宏兴,000101101100101000111011000010010100110100100101000100010001
sh603392,万泰生物,011101111011000000101100101010110011110101100000000100110001
sh688793,倍轻松,110001110010101111001110101000111100010011011101100010011101
sh603313,梦百合,011101011100101001111100101001110100111001111100101100011101
sh688308,欧科亿,000001101100001010001110101000111001100100111101001100111001
sh603980,吉华集团,011100111110101110101011000010110100100101110110001000011011
sh688659,元琛科技,011101110110110110101111101001111000110101001101001000111001
sh603682,锦和商管,010101111110111100001110011001011000110111000001101000011101
sh688334,西高院,011000110100111111101010100000011100100111000001010010011001
sh601566,九牧王,011100111111101101101010110011011000111001100001101000011101
sh603617,君禾股份,011000111100101110001111100000111000110101110101001000111101
sh603098,森特股份,010100111110101110001010100011011000110100110101001100011111
sh688667,菱电电控,001100101100101110101111001000110000111100110100001010001001
sh688381,帝奥微,111101111011101100011010101000111010000101111001101000011100
sh603896,寿仙谷,010101111010110100101110101001001110011110000100101000101101
sh688079,美迪凯,010000101000111000011110101000111000110101111100101110111101
sh600278,东方创业,010100110100001111101010101010011010110101000101101000011101
sh600507,方大特钢,011101000001111111110000000010010000100010101111100100101101
sh605333,沪光股份,001000111100101010000110101000001011000101000110001010011100
sh603886,元祖股份,011101110111101101001001110001111000011001100111001000111101
sh600322,津投城开,010101111100111101100111000010010101001100001101111100111001
sh603887,城地香江,101100101100111010110110000000011000100111110100001010011101
sh688026,洁特生物,011001110000111100011110101000111001010101110100000100001101
sh688528,秦川物联,110001101010110000101110101000111000100100011101101100011001
sh603908,牧高笛,011100101110110100001111000000111000011101101101101100011100
sh605377,华旺科技,010001001010101101101001100000110000011101101001000000011101
sh688247,XD宣泰医,010101111010111111010010100001101101010111111100101000010001
sh601012,隆基绿能,010101100001101010110010101010101100100101110101101010011101
sh688658,悦康药业,011001111110101101001100000001011001000101110101111010110001
sh600449,宁夏建材,101100101110111110001110100010011000000100011001101000110101
sh600577,精达股份,010000101100011110001110101001110001101101110110111000011001
sh603041,美思德,011100111110111110001011100000111001110101011100101000111001
sh600218,全柴动力,000100111100111010101110100000101010111101110000000000011100
sh600963,岳阳林纸,010101100000101000001011000010011000100101101101001000011111
sh600108,亚盛集团,010111010110000100000011110011111000110101100101000100011101
sh601618,中国中冶,000101100001110000100111001110010000010101101100000100111101
sh688529,豪森智能,101001111010111010001110101000110000100101111100101100011110
sh603797,联泰环保,011101110010111111101110110001011000111100001100101000111100
sh603602,纵横通信,100100111100111010101111101000101000100110110100101000011101
sh600660,福耀玻璃,100100101011001111001010101001111011000001010001000010101101
sh603558,健盛集团,011000101111001110100110101000111000111001110110100000011001
sh600893,XD航发动,010111100100101100101111101000010101100110010101100010011101
sh603500,祥和实业,011101111000101010101011101000101100100001101100101100011100
sh603177,德创环保,111100111110101110001110100000011000111100111100001000011001
sh601992,金隅集团,010101110000101000100010000010010000000100101101001000011101
sh600133,东湖高新,001100111100111110101110100010011000110111111101000010011101
sh600038,中直股份,110101101100101000000011101010100100100111100100011000011101
sh688358,祥生医疗,011001111010101110101110101100001001010111100100000000011110
sh603898,好莱客,011000111110101111001011110101111110110110011000000000011101
sh603368,柳药集团,011101101010100110001010101010101100110111100101000000111001
sh688611,杭州柯林,101001111110101010101111101000000010100100101011101010011111
sh600207,安彩高科,010100110000101000001110101001000000110111100011001010011101
sh600267,海正药业,110101111100001101000010000111101111010111100111100010111001
sh603311,金海高科,010100111110111110001110111001111001111101101101101000011101
sh688620,安凯微,101001101000100000011110100000111000100101011100001110011100
sh600571,信雅达,111100111000101100001110101010101010111101110101101100011111
sh603696,安记食品,011101110111101101111001000011111000111001000100001000011001
sh688432,有研硅,001001101000101100001110101000011000110100010101001010111101
sh600883,博闻科技,010001110110101001001010100001011000110101101000001000011001
sh603017,中衡设计,011100110110110110101010100010011100100111101100101000011101
sh603396,金辰股份,010100111100101100001110101100101000100101101101101010011100
sh600699,均胜电子,001000101000111010001110101010110100000101110001101010001100
sh688309,恒誉环保,011101110010100010001110110001111000010101101101100000011101
sh603038,华立股份,101000111100111110001110110000010000100101111101101000011101
sh603219,富佳股份,101000111100101010001111101000101000100101100101001000011101
sh600165,ST宁科,011110011111010011000000110000100101010001001100000010111100
sh688517,金冠电气,011001101010111110001010101001111000110101101100001000011001
sh600346,恒力石化,011101100011011000000011100001101100010100000100010000011001
sh688206,概伦电子,101110011000101000101110100101100100110111010001001110111100
sh605151,西上海,111100111100111110001110101000111000110001000101100000011101
sh600356,恒丰纸业,011100110100111100001010110001111000100101101101001000111100
sh603165,荣晟环保,011101101110111110001110101000111001110101100101101101111101
sh603305,旭升集团,001000111000111010101110101000100000100101110101101000011100
sh600299,安迪苏,010001111000101101000011100010000100000100101101001000011101
sh601228,广州港,010101101001000100010011111010010100011100001010000100110101
sh600719,大连热电,110101110111101101100011100000111100100101100000001000011101
sh600325,华发股份,010101110001110101001010000010011000000111110100001000001111
sh600261,阳光照明,011100110110111010101111100010011000110101101110100000111001
sh600580,DR卧龙电,001100101000101010001110101000101100000101110001001011011100
sh605388,均瑶健康,010101111111101001101111100011011000100001011100101100011011
sh603950,长源东谷,011001111110001010111110110100100100100101010000101101011100
sh603180,金牌家居,001101110111100100001011101000111000111101111001001000011111
sh600667,太极实业,010100101010101000101110101010011000100100111001101110011100
sh600606,绿地控股,010101110001110100101010001010010000010101100001001000011101
sh688563,航材股份,010101111000111100000111101000111100100110010001111010101101
sh603917,合力科技,001100101100101010101010101000101000110100001101001000011000
sh603220,中贝通信,101100101000011010101110101100111000100101111001001000011101
sh600162,香江控股,010101110100110100100011100010011000010101101101001100111101
sh601065,江盐集团,010101101110101110000011110111011000110001101001000100101101
sh600060,海信视像,111010010010110101001100110000101010010100000001001100101101
sh605358,立昂微,110100101000101101001110100010110010110111010100001110011100
sh600973,宝胜股份,011000101100101110000111101010111000111101000110011000011101
sh603010,万盛股份,010100101111111100101011101001010001110101101001000100111100
sh600365,ST通葡,111100111110101001010011001000110110110110101101101100011001
sh600540,新赛股份,010100010110001100011111100011011100110101100111001110011111
sh603279,景津装备,010001110111000010000001110010001110001001111001010110001101
sh600729,重庆百货,101101110101101100101100000011011000000001100000010100011011
sh600348,华阳股份,010101101100111001110011000110001100001101100101000100110001
sh601636,旗滨集团,010101101101011000101010100010010000000100001101001100101101
sh600198,大唐电信,010100111100111010101110101000011000101100010101101010011111
sh688480,赛恩斯,110101111101101101110101001011100000111000100000110001100100
sh600149,廊坊发展,110101111000111101111011000011011110100101101010001000111111
sh603855,华荣股份,000000111110110010101010101000111000000101100110110000011011
sh600998,九州通,110101100000100110111100001000001000110101101010110000011101
sh605155,西大门,010100111100101010001011101000101000010101111110101000011001
sh600141,兴发集团,001001101100111000101111001010100100110101101001100100001001
sh601100,XD恒立液,001100101000111010001110000000101100001100111100100111011101
sh603985,恒润股份,101001101101101000010110001000001000100101110100001010011101
sh605398,新炬网络,100000111000111010111110101000111000100101011100101110011101
sh600292,远达环保,111111110100100001100110100111001001100101011100010100101101
sh688466,金科环境,010101110000110110000111100000011000101100001100101100011001
sh605118,力鼎光电,100000111000111010101110101000111100101111111010001010011001
sh603638,艾迪精密,110000111000101010001010101000100000001100010100001100011101
sh688032,禾迈股份,011001111000101010001111101010011000100100110101101010011101
sh601188,龙江交通,011101111101001110101110100011011000111101101001001100011001
sh688606,奥泰生物,010001111000100100010100111000001101001101001100100000101011
sh603077,和邦生物,010101100100101100100011100010110000110101111001001100111101
sh603296,华勤技术,100000101000011010100110100010100000100101110100101010011100
sh600877,电科芯片,001101111001001000101010101000011100100101111000000110011101
sh600131,国网信通,011101101011101000110110100000010000101101100101001100011101
sh600080,金花股份,110100011110111100001011011000101111010111001100101000011001
sh688059,华锐精密,011100111000111010011111001011001001000011010101001010011001
sh603088,宁波精达,011100101100111010001110101000101000100101111101100000011101
sh603325,博隆技术,001100100100101110100011100000011001100101111000011000111101
sh600792,云煤能源,010101111100101100101011000111010100110101101101010010111011
sh688683,莱尔科技,110001111110111101010110000010001000000101110011001010111000
sh603191,望变电气,001100101110011000001110101000111000111101101111101000011011
sh600692,亚通股份,110101111100111100001010100010011100110110111011101000011101
sh600216,浙江医药,010101111110111110001010001011001101011111000101100000011001
sh600189,泉阳泉,010101110100101000101111000001111000110111100110101100011001
sh601929,吉视传媒,011001111100111000011110100010011000111101010101101000011101
sh603806,福斯特,000100100000101110110110101100111000000101110100101110011101
sh603876,鼎胜新材,000100111100111110010110001010111100100101110101001100111100
sh603888,新华网,011101111010101110101110100010101010100101110101101000011101
sh600280,中央商场,100101110100101100100011100011011000111101100110101100011011
sh688615,合合信息,100101101110101010111110101000010011000101110101001011011101
sh603012,创力集团,001100101110111010101110110000111000111101110101001000011000
sh688312,燕麦科技,110000101010001110101110101100101001000100111101101110001101
sh688448,磁谷科技,001001110100101110111110101100100000000101110101001010011011
sh600881,亚泰集团,111001111000001000100110100010111000010101101100001100011101
sh688150,莱特光电,011100101000111111101101011000111011001101110000001111011101
sh601666,平煤股份,011101101111000001011010000010011100001101100000000000011110
sh603655,朗博科技,111101111000001011010111101001101001111101011011110000001000
sh603193,润本股份,011101000100101001101010111111100001011011100110100010101001
sh601599,浙文影业,011100110100111100001110000011111000111001000111001000011001
sh688314,康拓医疗,011100101000111011011111100001101010100100101100010100011110
sh600655,豫园股份,001101110101111100101001000010011000011001000101100000011110
sh600616,金枫酒业,111101110100101100101011111001011111110000100100001100011101
sh600552,凯盛科技,100100101000111010101111101011100000100101110001001110011101
sh600251,冠农股份,010101110100111001101011010010010000111001101101001000011001
sh688479,友车科技,011101111010001100001110101000111000101101001001101000011001
sh603890,春秋电子,010000101000111010110110101111111000100100111101001110111000
sh603289,泰瑞机器,111000111110111110111011101000111010011101101101001110011100
sh600370,三房巷,110001111100101100001010101011010000110101100101100100011000
sh688001,华兴源创,001001101010011010101110101010101000100101011001101110011101
sh600819,耀皮玻璃,011100101110110110101011000000111001101111111100001000011001
sh688549,中巨芯-U,001101111000100100100010101000011000100101001100110010011100
sh603291,联合水务,011100111100001010000110111100101010110101000100001100110110
sh688435,英方软件,101001101000101000101110101000001000100101111100101000011110
sh600727,鲁北化工,010101111110101110010011100111010101110101101101010100111111
sh688173,希荻微,100101111000100000001110101000111110000101110001101010011100
sh688090,瑞松科技,001001111010111010111111101110110001100110000100001110111110
sh605122,四方新材,011101111100100110101011101001011000110100101001001000011010
sh600817,宇通重工,011000111000101110101111000001111101111100000101100100010101
sh600569,安阳钢铁,000101111100101100101011100000011000110100101101001100111100
sh688221,前沿生物-U,010100111100101001011000100000100101010111110100100000010001
sh600714,金瑞矿业,001100110100101010101011101000111000100101111111010101010101
sh600388,龙净环保,001101101000111100101010110010100000000101101101001100001111
sh688273,麦澜德,011001111000101100001110101000111001010101100100101000011100
sh601111,中国国航,010101110001100000001010101100111110101000011110000100100111
sh688653,康希通信,010001111001100000101110101100101010100101111101101111011101
sh688348,昱能科技,011000101010101010100110101010000000100101110111101010011101
sh600771,广誉远,011101100010100101101010111110101101111101100100000000011001
sh603217,元利科技,011100111111101111001011100001101001110101101101100000011101
sh603685,晨丰科技,011101111100101111101011100001111100110100001100101011011111
sh600136,ST明诚,001100111100011000010000110110101010000111111101001000010101
sh600351,亚宝药业,010100101110110101001110010011001101011111001100100000011001
sh603307,XD扬州金,011000011100111010111011000001011000111001110101100010011000
sh600310,广西能源,110101011100111001100111110010011100100101100101000100111101
sh600111,北方稀土,010001100001001010110010111011001100100111100101001000011101
sh603633,徕木股份,011000111000111110101110100010111000100101111100100010011101
sh688718,唯赛勃,110100100100101010101100100000011001110101000101100000011001
sh600211,西藏药业,110101111110111101100000100100101101011111100100100000111101
sh605555,德昌股份,101000111100101010100110110000101001100100111101101001011100
sh600408,安泰集团,010100111100100000101110100011110100111100101000001010011001
sh600282,南钢股份,010101010100110111110010111100010110101000001001010010001101
sh600298,安琪酵母,011001100011100101011010011011011010111011000000000010101101
sh688126,沪硅产业,100101101010001000101110101000011010011101000101110000011100
sh688373,盟科药业-U,010100111100011100011110100000110100000101100100100000011101
sh600470,六国化工,010101111100101110001011100111111100110101100111111100110000
sh600611,大众交通,010100111100111010101111000110110110100101000101001000010100
sh603605,珀莱雅,010001100110101001110111011101101000101001100010001010011101
sh600690,海尔智家,101001100011011010101010111010011010000100101101001110011101
sh600527,江南高纤,010101111100101100101010100011011000110101101100100000011100
sh605399,晨光新材,110100111100101010001010001000010000010101101001001010111000
sh603395,红四方,010101110101100100001010101011100000110101111101110000011101
sh605369,拱东医疗,010000111010001000000111101001111001110101111100101000011101
sh688726,拉普拉斯,011001111000100010001110101000101000100101011101001010101101
sh600897,厦门空港,011101111001100110101000101110010100111110101101000000111111
sh688576,西山科技,011001111110101110100111101000111110010101011100000010111111
sh600872,中炬高新,010101111011101000000101001110011000001001100101100100011101
sh688268,华特气体,110111111101001100111110100010010100110100100100001110011100
sh688087,英科再生,011001100010101010111110101100001010111101110110110000111101
sh688212,澳华内镜,011100101100011001111111001101111001110111111101010000010001
sh603600,永艺股份,011000110110101010001110101000101011101001110101100000111110
sh600368,五洲交通,111101111100001100010011100011010100100101100001001100011101
sh688419,耐科装备,111001111011001111011110100010111000000101011101001010011100
sh600420,国药现代,010101101010101101001010000011101001011111000110100000011101
sh600707,彩虹股份,001000111100111000101110101000111000100101110100101100011001
sh688677,海泰新光,011001000010001111111011101010111111111001000101000010111101
sh603599,广信股份,011101001110101111101000010010011000010101011001101000011001
sh600612,老凤祥,001101110111001101110011000000011100011001100011000110001101
sh601996,丰林集团,010100101100111101101111101011011000110101101100000100011010
sh688367,工大高科,110100111010111000001110101001011000110101001101001000011001
sh603988,中电电机,010100110111001001000010101100111110100001101111011100011001
sh600337,美克家居,010101110000101100001110011111011010111101101101001100011100
sh605138,盛泰集团,010000111011001101101111010111010010101001110101001000011010
sh688118,普元信息,111100111110101100101111101100010000100100111100001010011100
sh603527,众源新材,010000111110111110101111101000101001000101111001001100111110
sh688115,思林杰,110001111001111110100011101010100010001111010100101111110111
sh688526,科前生物,010101101100101111101001101101111000110001100010000000111101
sh603421,鼎信通讯,101100111100110110001111101000111000110101111100001010011111
sh600369,西南证券,001101110001111000101010101010010000010101110101101100011101
sh600340,华夏幸福,001101111001111101001110101110100000010101100101001000011101
sh688012,中微公司,110101100001001100101110101010000000000101101000011011011100
sh688255,凯尔达,101001101000001010101110101000101000100101010101110000011000
sh603208,江山欧派,011100110100101111001010100000111010101100101101101000111100
sh603926,铁流股份,011000111110111111101111101011111011001101111001001000011000
sh605588,冠石科技,010000111000101100101110100000101000100101111100001010111100
sh601900,南方传媒,001101100001001001011010000100110100100101010110101001001011
sh688657,浩辰软件,010101101100111010101110100000011000100101010101001000011101
sh600460,士兰微,000101101001101110001110101010001110100101110101001110011100
sh600429,三元股份,010101110101101100001011100001111100111001100110001100011011
sh688613,奥精医疗,111001101110101100011101101000011010110110110011101000110001
sh603529,爱玛科技,011001101000100011001110100010010010001001001001000010101101
sh688581,安杰思,111000111010101100100111101100011101001100000110001100011111
sh688228,开普云,110000111110100010101100111000010000100101010101001001011100
sh600004,XD白云机,010101100001000000100110001011110000110100000001000100111101
sh688008,澜起科技,100000101000111010101110001010001010011101011001001011101100
sh600658,电子城,010101111100111100000110001100010000110111011001101000011101
sh688101,三达膜,110001110110101101001110101010000000111101101101110100011101
sh600063,皖维高新,011101111100101010001010000010110001011001111110101100111100
sh688168,安博通,100001101110101100110110010000111000101101111001000100111010
sh600866,星湖科技,011101010111001001011010101011011100011111101110100000101001
sh600467,好当家,010101110100101001001011100011011000110101100101001000011111
sh603110,东方材料,010001111111101000011111000000111000100101110101001000011011
sh603399,永杉锂业,010101101100011101101110101010011110000101101101000111011100
sh600802,福建水泥,011100110100111100101010100000010000110100101001000110011101
sh600726,华电能源,010101110100101001110010110100111100100101010101000100111101
sh600062,华润双鹤,110101110100101101011101000111101101010111100100100000111101
sh688200,华峰测控,110010101001101111011010100010101110110101110100010010111011
sh603893,瑞芯微,100000111100111000001100001000011010100101011101011011111101
sh601163,三角轮胎,011000001010111110100011101010001100010100001101000000011101
sh688418,震有科技,011101111100011100001011100000011000100111110001101000011111
sh688088,虹软科技,111001101100101010111110001010100010100101110101001101001100
sh688007,光峰科技,011001101100001010011110100000101000100101110101101110011100
sh600969,郴电国际,110101100110011001100110101010111000110101100110000000111101
sh603231,索宝蛋白,010101110110101101101011100001011000010001101001001000011101
sh603138,海量数据,011100101000011110101110101000111010100100111101001100011101
sh603176,汇通集团,110100110100111111001111100100111000111110010000001000111000
sh605296,神农集团,011111110110101001101001101011011000100111101101001000001001
sh600170,上海建工,110101100101111100100000001010011000100101001000101000100100
sh600598,北大荒,011101110100101100101011001010011100110111101111001100011001
sh600839,四川长虹,001001101000111010101110000010101000100101110101001000011101
