股票代码,涨跌链接字符串
sz000518,211010101110010100000001111111011100110101011111001000100001
sz301007,000010011011000011110011101010011000100001011001101000111101
sz300500,011101110110111010100100100001011100110100101100001000011111
sz002475,000000101000011000100110101000001000100101110101101110110001
sz002753,010001100110111101001011100101111101110101101100100000020101
sz002149,010101111000011000101010101001111001000101000101100000011101
sz002926,101100101101011100001010101010010100100101110101111000011101
sz002925,100000111000111110100110110000110000001101010100001100011101
sz300485,010201000100111011001110100011111200010211000120111010201011
sz300638,101001101100011010101110101100101010100100111101001100011101
sz001389,110000111010111010111010101000111000101100110111111010001101
sz000599,010202100100101100100111111010111000110102002110100000111111
sz002316,111100111110111100111010101011011100100111111101011110011001
sz000400,010101100000011000001010101000011000101100101101001110011101
sz301389,100000110000001010111110101000111001100101110100101111110101
sz002156,001000102001001110101110101010111000100101110101001110011101
sz300665,011101210111100110011110100001111000110101111101001100011011
sz300050,011001111100111000101110100010111000100101111101101010011111
sz301308,101000101000101010111110101000101000101101111001101110110011
sz002532,110000010000011010100010001110101100001110000101110110111001
sz002466,011101101000111000101110101110010111010101100101101100011101
sz300698,100001101100101010101111101000111000100201010001101110010001
sz300992,011101100110111110010111100000111011000101000101110110010101
sz002357,011100111100111110001011100000111110111111101011001110011001
sz000972,010101111111001100101101111010110100110110010100101100011001
sz300756,110001211000100001111011111111112001001101110100011110111111
sz300394,101000101001111110101110101000101100101111111100201011000001
sz300938,101100101000001010001110101010101000100100110111001010011101
sz002569,101110011011001001101100000001010111011110001001011011001011
sz002044,001101111100101000011110101110101001100101110110000000011101
sz000030,001000111100111111100111110010111100001100011001000000111101
sz301032,100102111100001010001110101010101000100101011101001010011101
sz002524,010101111111101001111101100111111000110101101100101000011011
sz002748,001010011111011111010011011010100000110101111100001000011001
sz002539,010101101001101111111010000010111000010000111001110001011001
sz000612,001100111100111010100110101011111001100101111001100110011011
sz301027,110100112000101110101111100011121110110101110100101110111101
sz300008,000001210100111010101011101000101000101101100101110110110111
sz300239,011101110110111101001011100001101000111101100110101000011101
sz001282,001000111010011110001110111001100001100101110010101000011101
sz301161,111001111010111010101110101000111000100101110101101000011101
sz301183,001001101000011010001110101010111000100101111100101010010001
sz000967,010101100010101010101110100100110010110100110100101110011111
sz000060,010000100100011000100010001010000100001101101001100100011101
sz301318,011001101010101110101110100000111010101101111101101011011101
sz002422,011000111001001101011200010111111111000111101110100010011011
sz002987,101100111100011100001010100110010000111210110000101110011211
sz000513,010101110111101101000010110011100110010111100110100001001001
sz300567,110000101000011011000110100010011000100101111100001010010101
sz301115,011101100110101110101011100001011000111111101101101000011001
sz301505,011101110100110111011110101001011000100100111110011001111101
sz301121,010000111000011010110110101000001100100101101101101110011101
sz002996,011000111100111110101111100011100000100101111101000000011001
sz300713,000001111100110000001111111000111010111101110100001110011001
sz301629,120110101100111110011110101000001000111101110101001110011101
sz300748,011102110101001010000110101010101000100101110011101000011101
sz000935,011001100110011000110010101100010010010101100101111100011101
sz002647,001100011110100100100010100110010110110100110111011000011011
sz002226,011001111001011100000011001000100101100110111000101000011101
sz002339,110100101100111010010110100000111000110101110111101000011101
sz000668,001110011110221001011111101011110100111010111010001110011001
sz301459,011000101100101010101110101010121000000101011001111000011101
sz300419,110101111110111000100110101011011100100100111101001100011111
sz300628,000000101010111000100111101010111010011101010101101110001101
sz300753,111001111000101000001111201100011000100111101101101001011111
sz000050,010000101000111110101111111010011000100101010001001011011101
sz300434,010101111100101101001110100001101111001111100110101100011001
sz002337,001100111010111110001111101000111000111101001010001000111100
sz301061,101001110000111010110111010010011100011111110111100100001111
sz002913,001000011000111110111110101000111000101101110110111110011011
sz002166,010101110100101101101011000011101101010101100111100000011101
sz002006,012100111101011010101201100000101000110101110100001110011111
sz300891,011101111110101110101011101010110001100101101101011100111101
sz300787,101001111000111111111110101000111110100101111001101010111101
sz301151,011001111110111110101011101001011100111101011100101000111101
sz000936,011100101100111010101110101010110000110101111100101010011101
sz300492,100001111110011000001110010001111100000000110001010000111111
sz300749,001101100101101101011011100010101001110101101001001000011001
sz002459,000001111000001010100110101100001101000101110111101110011101
sz002798,000111001101001000000111101100011101001111120111001000111001
sz300383,101101101000001010111110101010011000100101111100101010011101
sz301109,010101111000011001101110001000111001100011100001200000011001
sz300397,100001210100011000101111101000001010111101100101110111010111
sz300740,011101110110101101101100010111001000012002200111101000010001
sz300759,010000101000111011001010101010011001010111100110100000011101
sz002075,001100111011110111101010100010011010000100100101001000011101
sz000831,011001110101001010110010100011101001100111100101001000011101
sz301390,111101111000101110101110101001001000100101011110101000011101
sz300303,100001101010111010001110101000111000100100110101101110011101
sz301598,110101111101011010011110101000101100111000010101101010011101
sz300738,101100111000111010111110101010101000100101111000001000011101
sz002648,100000001000011010100010101010110000000101110100010100111111
sz300433,001000101000111000100110101000101000100001111100101110001001
sz300048,110000101110011111010010101010111000111101001110011110011101
sz002871,011100110110111111001111110010111000100101001101001100011101
sz300468,101121120101011000000010101110001100111201120011112110120111
sz002160,001100111110111000101000100001111100110101101101100000011011
sz300901,001101111110100000001100110001011110100001111110111010110101
sz300320,001001111010011010100110101010011101100101110101001000011101
sz000565,011100111100111100120011112122110100120001100100101010010111
sz002387,001100111000111010101110101010111000100101100100001010011111
sz300167,101000210100001001011101110001111112010011001101101000011111
sz001323,101001101011100001001110110001101000001001101011001000111011
sz300863,001000111011110110000110100010101100001101111001101110111011
sz301509,110101111010111011011021011110111110010101000110101000111001
sz002110,000100110101110111010011001110010000100110101001000000011101
sz300190,010101110100101100101111100000110000111101001101001000011001
sz002436,100000101100101000111111000000110100100100111000001011011101
sz002494,010100110111101100001010100011011000110101101101001000011101
sz300274,010001101000111010110010101000100100100101110111101010011101
sz001225,010000110111111111110100100000110000110101001100101000011101
sz002875,001101111000111101010001011101110101111000111111100010010101
sz002992,110100101000100010001010101010100011000110112000101011011001
sz000809,011100011111110111000110110010111000100110100001001000011001
sz002463,101000101000111010100110101010101110101101111110111010010001
sz003031,001001101000110101110100111000110010111100011101001010011101
sz301446,110001111110111111101110101001111000110101111101101000011001
sz300521,111001111000101110001110101000111000100101000001201000101101
sz002401,000001101000011000101110101010011000101100110100111100011101
sz300930,010001110110101111101111100010111000100100111101001000111101
sz300351,101101101010111000000110101000111100100101110101101100011101
sz002183,001101110100011100101110100010010000010101000100001100111101
sz301382,101001111000101010111111101010101000100101111000101010011101
sz003037,010102110100111110001010101001011100110110101101001100111001
sz002810,011000111010101110001110001001101101000111100110100000011001
sz000586,000000111110111110011110101000111100110101111100001010011001
sz300165,011101111010111110111010101010011000110101101101001110011001
sz300218,111001100000011010101110101011001100110101111101100010011111
sz300940,010001211010101001100110100010000000101101101100011121010101
sz002460,110100101000111000001110101110011111010101110101100101011111
sz300238,101100110100111111001010100001101001110112000110101000011001
sz300209,000010111111100110010011011121001000110100100100001100011101
sz300563,110001101000111010100110101000110000100101111100101011011101
sz000669,011100110111011011001101011000110011010011101001101010010001
sz300183,101001101010111100001110101000011000100101110100001110011101
sz000710,010100111010001010011110101110100002110111000101001100011011
sz301280,001001111000111010101010101000101000101001010100001010011101
sz300222,001001101010010010000110101000011100100101110100001110011101
sz002480,000101011001100011010011100100111011000011101000001101001001
sz300343,110101111110011101001011110100010000100101101001001100011101
sz002115,110001101010011010011110111000111000110101120111002110011111
sz002429,010000101010011010100110101010011000100101110101001000011101
sz002696,000101112101001001011111100001011000111011101101001000011101
sz301387,011100101000101100111201101010111000100101110101101010011111
sz301206,010101120101001101000011110001111100110001010110101000111001
sz300657,100001101010001010101110101010110000100101111100001010011100
sz300936,110101101000111000010110101000111000100101111101101010111001
sz002434,001100101100011010001110110010100101000101010101001111011101
sz300390,010101101100011101001010101010010101010101101101000101111001
sz002378,011000101100111100101010110011200000101111100101001000011101
sz002592,101100111110110101000111111001110000110001101111001010011001
sz300844,112000111000001111111012110101000010100110110100100000101001
sz002334,001000101110011010001110100000001000100101110101101000011101
sz301282,101000111010111110101110101000101000100101111101101011111011
sz300689,011001101111100000110111100010111000100110111112120010110101
sz300778,011001110100120011000010111110011000110101101100101000111001
sz300451,101101101000001010011110100010101001100101110100101000010111
sz300125,101100111100010101000211001001111100100110101001101000011010
sz002384,001000101000011000101110101000101100100101111101102010010011
sz002789,001000111000001100011111101010000000110000101111011000011001
sz002353,111000110000111110100111111010111001101101110001101010000101
sz002782,011000101000111010101110101000111000100100110001001010011101
sz301040,011101211111111210001011111001101111100100001000011111101011
sz002570,000111121001201121000110101011012100111001100110101100011111
sz300951,101000101000111110101110101010101010101101111001111110012101
sz301191,001001111100010010110110101000100000101101111100101110011011
sz000887,001000101110011010001110111000100100000101110100101110011111
sz300558,010010010110001100010110010001101101010111011111100000011101
sz002887,100100111010111110101101101001111000110101101101202000011001
sz300499,111100101110111000001110101000101000100101110100101010011101
sz003042,100101010100001201001011100011110100121111101100101100011001
sz002927,110000101110111010101110100000111010111101010100101100011101
sz300673,010001100110111011001010100111111000100101100111100000011001
sz301516,010101110100111100101110101010111000101101110101001111111111
sz301167,011101110110111100011110110001001100110101111101101000011011
sz000750,001101100000111000101010101010011000000101110101101000011101
sz300042,101100111000011000101110101010110000100101111101101110011101
sz002694,010100110100111001001010100011111000000100001111100000111011
sz000601,211101010110111002100011010010011000110101100001001000001101
sz002600,001000101000111010101110101010101000101101110101001110011100
sz002132,100000110100011100101110100110111000111111101100110111111001
sz301393,110101111001111001101011010001111101100111000210101000110001
sz301128,110000111100011010101110101000100010100101111101001111011101
sz001210,010100111110111011110011110001101000110101111100011000011001
sz002294,111101011110111101011110010000111111010111101111110010010001
sz300128,000000101110011011100010000010110000000100110100001110011111
sz001219,010101110110101101000111100011011000111001100101001000111111
sz301636,101010100101101101111000111111
sz301043,111101111111111100111011100000111001100111111001101000011101
sz000552,010101101100100001100011000101010100100100101100011100010101
sz300710,010000111010111000011110101000120000010111111000101000011001
sz000719,111101111011001101001011011000011100101111101011101001011011
sz000932,010101010101110110110010000100101100000010011101000000101101
sz301566,110000101000110010100010101000011010110101111001111010011111
sz301617,010101111001100010100011101100101101100101101001110010012101
sz300313,001011112010000110011111111100101010120001011000101000011101
sz300163,010110111011001100011111010010111010001000201000001100011001
sz300003,011001101000011100001110100010001101010111100111001100011101
sz000917,001000101100111000101110101010011000100101111111101000011101
sz000758,010101101100101110101010111010100100100101101101100000011001
sz300571,101000101000111010012110001110100000101101111100101110011101
sz300106,010112120101101000000011101011111000111101100111001100111011
sz301586,010001210100101110001111201000010010110101000101111020011111
sz300347,010100001000111111001110100000011101010111100110100000011101
sz301314,010001111110111010011110100001111000101101111101101010111011
sz301322,100001111100001100001111101001100010110111010100100000111001
sz003009,010101111000101010001111111000011000110121001000111101110201
sz300407,011101110110101000101110101000011000100100111101001110011001
sz002486,001100111110101100001110100011111000110101100100001000011101
sz301159,111001101100101010101110101010111000100111111101101010011101
sz300916,101100101100111110001110110000101000100100110100101110111001
sz300599,010001000110111010100010101011011011011100111101101100011001
sz300845,011101111010111110001110111120011010100101110100101000011111
sz002441,000000101100111111101111100000101000111101111011101100011001
sz003023,111101111110111010100010100001001000100101101100111000010011
sz301386,110100111100101110101111101001111000101101111100101000011101
sz002355,000000111010111010101010101010101000110101101001101000011001
sz002890,011002001110111100111011111001111000110100011101001010011101
sz002815,001000101010011010101110101000110000100100110001001010011111
sz300535,111101111110111110011010101000111000110101101100101000111011
sz002671,010101111110110100101011101001011000111001100001011100111101
sz001336,120000111110111110011111100001112001100101101101101000011001
sz002565,011100101100102101011011101001101110100111100111001000112001
sz300871,021201011100001000101011001012012100010101000101001000111001
sz000823,010000101000111110101110100010111000110100111101101110011111
sz300127,010012110101001010001111101011001000100101110112001000011101
sz300937,011101111000101100001110101000101111101111000101101000011001
sz002092,001110011011011111100111011001110001000001100001001100011101
sz300850,011101101001111111100010110110011000001111100101111110011001
sz002487,001001101110111100110111011010011100001001111101011110011011
sz300854,011100110110100110111111110111001000110001010100002000011001
sz300250,111000101010011010011110100010111000100101110101101111011111
sz300143,011001111010111000001110101010011000010111100110101000011101
sz300340,110101110010001010001111111010111100110100211221001102212001
sz000902,010101111111110101011010001111001100010001001001110001001001
sz300288,110101111000111010101110100010111001110101010101101100011111
sz300025,110001111000101000001110101000101000100110011100101010011111
sz000788,010100110100101101101011100010100101010111101100002010011001
sz002897,001000101100111110100110001100100000100101111001101110011101
sz002010,001101111010011010001010001010011000110101100101101000111101
sz003013,011101111000111111001011101000111100111100101001001010011101
sz002963,010000110010111110101110000011111000110101111101001000011011
sz300213,101001101010001010101110101000011010110101110101101110111111
sz300264,001101101100111010101110101010111000100100111101101010011001
sz002469,011101101110101111110010100010111100000101101011101000111111
sz301320,101000111010111110001010101010201111100011000110001000011011
sz002264,011100110110111100011110111010001000111101100001100000011101
sz002972,110100111010111110101111101001101000111101011101000000011111
sz002303,011100111100111101000010100011011000110101101110001000011101
sz003030,011202010111112000001010100011112000110001101101001000011001
sz300316,010000101000011100001110101000011110000101110101000100111101
sz300885,101001101020001010001110101001101000100101010101101000011101
sz001201,011101110110001100001010100111011000110111001101001011010011
sz002379,011000200000111010101100101101101110101001111011101010011010
sz301323,010010101011000110101011101010111000100101110101200100011101
sz300693,111000111000101010100110101000101000101100110001101000011101
sz300118,000001101000101010101110101210010000100101100101001100111101
sz002937,010000101010011111101111100000101000101101010001001011011101
sz300179,000001101000101010101110101010111000111111100101111000111101
sz300097,011101111110110010001111111001011100110111110100101100011011
sz002209,011000101110001010011111111000101000110101001101101010011101
sz002933,111100101010101010101111101000110000000101110101011110011111
sz000510,110100110000201111000010111111111001110002001110001000011001
sz000738,010101101000101000100111101000010100100100010001000010011111
sz000061,111101010100001101101011110010011000011111101011100100011101
sz000937,010101000111000001101111111011010100010000001111000000100101
sz301055,010000111120001010101011100101111200011011101101101000011111
sz002364,111100101100011010100111101000101010100101011000001010011111
sz001339,101000111000111010111110101000100010100101111001101010011111
sz301479,111000101001111101121010100001111001001100111100001010011101
sz002540,111101101100111001001011111000111000101001100001111000011101
sz300487,011000111100111000001110110011001100010100100101101001001101
sz000566,010101112111111100000110100001110110010121001100000000111011
sz002179,010111101001010000011001101000111110001111011001010010011101
sz300491,001001101100111010101110111000001010100101111100001010011001
sz301529,011101111100111110011110111001101101111101000101100000011001
sz002296,101100101100111110101110100000111000100101111101101010011101
sz301139,101001101000011010001110101110101000110101111100101010011111
sz300967,001122010110001001000110101011011000010111100111010000011101
sz002843,100100101100201000111110001100110000100101111100001110011101
sz000547,010100110100101000001011101000010000100101110101010110011101
sz000768,010101111100101000001111101000110100101110000101010010011111
sz301327,011001101000101111101010111001000001100100100101101001011101
sz300931,100001110100111010001110100000011000110101101101101000011011
sz301277,120001101000101111001010101011111102020112001101001000011101
sz002891,100001111110101012001010011111111010110111100110100000010101
sz301565,101101101010000100101011101010111000110101100100101000111120
sz002617,101000111000111010100110101010111100110101110101101000011101
sz002842,011000111100111100001110120011101000100111101001001000011101
sz002513,000101111110101100001011000111101001110100101200101100011001
sz301106,011001101010111110001110100000111000000101101101101010011101
sz001259,111100111102001101011110100001101000100101111100111100011101
sz002773,011010011101002101010100000001111210010110001110100000111011
sz301372,110001110110100010001110101001101001110111000110101000011011
sz300249,100101111000011010001111001010110000100100111101101010011101
sz000411,010101110110011100101011110001111001110111100101000000111101
sz300880,111101101110110100000100101000011000101101100100011100011101
sz001896,010101111110101001110010110110101000110101100010010100011101
sz301370,011101111000101101101110101000101000100101111100101000111111
sz300141,010101101100101010011110100000111000110101111101101000011101
sz300826,001101111100101110101111101010011000100101100101000110011111
sz301580,010001111110101110101110110001111001101101000100001000011111
sz000531,011100110111101101110010000101011100111100100110001100011101
sz002017,011000101100111110101110100000011000111100011101201120021011
sz301299,001001111100101010101110101010011000100101111101101100011101
sz300138,011101020001011111010010110001111100010111100100001111111001
sz301333,011101100000200110011010101110001111010111100110101000011101
sz300435,010001101110111110001110101000111001101001110110100010110111
sz301365,101101111000111010011110101000011000100101010110001000011001
sz301066,001001220101101000101110120010101000111011000100101000011101
sz300445,010000101100101011100110101000101000101101011101101010011101
sz002021,100100111110111110101110100010111000100101101101101100011001
sz000021,001100101100111010001110101010011000100101111100101110011111
sz300078,100001101100111000101111101100111001010101010100001100011101
sz001308,101000111010111010101110101000101000110100111101101110011101
sz002172,010100111110102100101110101101101000010111100100120000011001
sz002037,011100111010111110011011201000011101110111101101110000111111
sz301568,001000111000101010101110101000101000100101110101101111110100
sz002442,010001101110111011100011000000110001100101101101000100011101
sz002949,101000100100101010001111100000011000101001100000101000010101
sz002636,111000111000111010101110101000111000110101111101101011010011
sz300115,101001101000011010101110101000101110100101110001111010011101
sz002872,111000101111111000101110111101011000110100101101001101011001
sz001373,011000110100101010101110101000001001111101101101001010111101
sz301223,011101101110101111001100101000101101100101100101111000011101
sz001211,010000111000111000111010100001101000100101101001001000111001
sz002716,110000111100001000000011001100001101100101101101100110010111
sz000670,010100112001101200100111101010111010110101111101001110011100
sz002796,011000111110111001001110101010111000100101111100101010011111
sz002559,010000111010111010101110101010110000100101110101001010111101
sz301628,101001101001111010101110101000101000101101110101101010011111
sz301113,011101110110101000001110100001101001000100101101101000011001
sz002953,011000111110111010101110100000111000100101110001001010011101
sz002535,011100100100001110001110101000111000100101101101001110011001
sz301380,001001111110111110001110101010111000100101110101101101011101
sz000573,011000111100101110101111100010010101110000111001001000011101
sz002778,000000111110000011001101101000011010010201101001100100011101
sz300621,011101110100101110011110100000011000110100111100001000111101
sz301010,111100110100101010001110101000111000100101110101001000011001
sz000683,010101001000101010100101001010000000000101100001011000011001
sz002738,001001101100011000101110100110100111000101100101000100011100
sz300929,010101110010111010011110100001111000110101111000101000011001
sz300404,111101100000101100001110100000101001010111100110100000011001
sz000892,111100110100111000101110100010111000110101110111101001001021
sz002623,010000111010111110101110100100111001100101101101001110111101
sz300519,010101110100111101001111110001101001010111000100101000011001
sz002394,011100101110101111111001110101111000111101101101000000011101
sz000962,110000111100111111100110101000111101101101110001001000011111
sz300964,101000101000120010111110111000110000100100111000101011111001
sz002865,000000101010001100000110101100111100010100100101001000011101
sz002386,010100101100101110101011101110110000111000101101010100011101
sz002428,001101111100011010001010101011001100100101110001001100011101
sz300112,001001101110111010111110101000110000110101111101101010011111
sz300827,011000111000001010001010101100110000100101110101001011011001
sz001333,210000111100101110101011100100100001000101011101101100011101
sz300555,101001111111000010100111101110010000000110101001010000011001
sz300061,101101111110011010101110101010111000100100110201001000011100
sz301285,011000101110001011001110100101111000100101100011011110111111
sz002922,110000101010111010101110101000111000100101111001101010011101
sz002398,001100111100111110001010100010110000110101101101110000111001
sz300864,110101101100111110001100100000111000111101101101101100011101
sz002273,101000101000111010101110101000011000100101110001101110011101
sz000546,010100111100111100001110100010011000111001201010001101011011
sz300548,101001101000101010111111110010100000101101021100111110110011
sz002734,010100110110110101111010100110110111110010111112102010011011
sz300137,010000111011101001000011110001011000000010111101011000111001
sz002985,100100101000211001001011101001101100010111010001001100011111
sz301257,010101111000111110001110100001101101010101100100101000011101
sz002206,110000101100110111011110100110110001111001100100100100011001
sz300420,000101111100110001111011100100101000111101010101001000011011
sz002638,001000110100101000101111100011111000111101101100101000111011
sz002004,010101100110101111001011000110011101010111101110100000011101
sz000590,010101111110110011000111000001110101110010011100001010010001
sz000661,010101110100001010110110010110110100010110100110100000001001
sz002983,100100111010101110101110110100101000110101111001001011110101
sz002578,001100101100111100101011100010110100110101101101000100011011
sz002381,010000111100110110001011101001111100110101101101100000111101
sz001335,11100100111011101011000111100101100111101000111101
sz300493,100001111000101010011110101010001010210100011100001110011100
sz002150,011000111110101010101110101000011000100101110101001011011101
sz000929,001010111111010000010110101011010000111110101100111000011001
sz002910,010101110111111200001110100001011000111101100100101000011011
sz300606,011001101100001010001110101000111001110101111101101010111101
sz002358,001000101100101010001110100010111000101100110101001000011101
sz300978,011001101100111110001110101000101000100101011101101010011001
sz000063,011100101000111010001110101010101100100101111101001010011101
sz002350,010100111100111010101111110000111000110101101001001000011001
sz301006,111101111110111110011110100001111000100101011101101000011011
sz300906,011101111000111010001010101001111000110101110100101110011101
sz002313,001000111100111010001110101000111000101110110001101000011101
sz002662,001000101100101111101110100010111000110100110001000000011101
sz002295,000100111010111110101010100001111001010101110001000000011010
sz000723,011101111100101010011111100010111100110101100001001100011101
sz301132,010001111000011110110110100001111000101101111001101021112101
sz301602,111101101100101010101110101000111001010101100101111000011101
sz002335,101000111000101000111110001000101100101101111101111010011111
sz301123,100101111001101010001120000000101000100101111001001011111011
sz002630,001000020011011111010000000000210110101000100110001001011011
sz000401,110101100100100100100001100010010100010100101000000100101001
sz000100,111000110010110000100110001010101000100000100001101110110001
sz301616,212000101100011010100011101011001001100101001101101010011101
sz300265,100001101000111010101111101000111000111101010111011110111011
sz002470,001101101100101100100011000010010000010100101111101100011001
sz300899,011010111010010111110111111011010010110101111111101010011111
sz002749,110111111101001101001011000100111000010011101001111000101101
sz002329,100101111100100000100010101011111000111101100101001100111001
sz300927,011100110121101001011011101110121100010001001111000010011001
sz002731,111000110110101100101110110101111100111001100001101000010011
sz002552,110000111100001200001010101000111110100101111001001010011101
sz002637,010000111010111001111010100011101000110101001101000100011001
sz002497,000000101100111011100010100010101100000101101001000101011110
sz001266,111100111110111010101110100001101001111101001111101010011001
sz000655,010100111110111001100011101010111100110111101001000100011101
sz002884,011000111000001010001010100000101000001100101101101000101101
sz000839,010100111100011010101111000010110000100100111101001100011101
sz002879,010100101100111010100111001000111000110101101100000000111001
sz002929,101100111000012010111110001110101000100101111100001010011011
sz002360,010100111110101000001111100001111000110101100000011000011001
sz002331,111100111110111010101010101100110110101101110101101000011110
sz300319,001001101001111010001110101000111000100101110101001110011101
sz002758,010101110110100100101011000001100100110101101001100000011001
sz001202,010100111000101100101010100010100000110101101101100011011101
sz300489,011001111100101010001110101000100001100100110101011000011101
sz002855,001001101000111110101110101000101010100101111101001211011101
sz301216,011101111000101110011010001010101010100010100101000101111001
sz300928,101001111100011110001111101000100100110100000010101010011101
sz301085,101001101000101010111110000000110000100101111100101010011101
sz301309,111001111110101110101111100001111011110101111101101010011001
sz300982,010101101110111010110111101000101000111101110000101100011101
sz300062,110101111000101000101111100010110000110101101101101100011101
sz300126,010001111000101010001110101000101000100101110101101000011111
sz000623,011101110010111100101100101010000000010111100101101000011101
sz002258,001111110100110101001010001110100101120101011000001101011001
sz300873,101001111000011110101110101010001000111101010101001110011101
sz003011,011100110100101110111111101001111000011101101101001000011011
sz301129,011001110110101111101110100000111100110101100000101010011101
sz301376,001001111110101111001010101110011000100001010101100000011101
sz002165,021201111122111201011111001110200200110001100101001000011011
sz000679,000102110100101100011011100100111001101001000111001010111011
sz000906,010101110111001101101011110110010110101100101101000000111101
sz300224,010102110100001010001110101010101000100101110111101100011101
sz300302,001101101000011010101110101010011000100101111101001110011010
sz002456,100000011000001000101110101000111000110101110101001010011100
sz002224,011100110110101110101111101000110100110201000101100000011101
sz000680,010001111000111100101000100000101100000110010001100110001101
sz300590,101001111001111010001110101010111000101101111001101010011111
sz301185,111101100011011101101110101010111001100101100111101000011111
sz000776,010101110000111001100100101010000000100111110101101000111101
sz301359,110101111110111111111110100000101000110101011101101010011001
sz301211,011001111100101101000010101001101111010101001100101000011001
sz002663,000100111100100100101111100010011000110101100101000000011101
sz002188,010100111110101000101110101001011000110101101101101100011111
sz300846,100001101000101010111110101010101000100101111100101010011101
sz002195,101000111100111010001110011010101000101101010001001100011111
sz002935,010000101000111110101111101000010000110100111101101100011111
sz301222,011001111010111111001111100000101000100101111111001100111101
sz301520,010101111010101011001110101001101101110101100110101100011001
sz301517,110001201000111100001111101000111000110110110011110010011111
sz300405,010101111000111010001111101000111000110101101000101000111001
sz300443,101001101010111101101111000100001000100101100101111110011111
sz002730,001000111000101010101000001021110010100101010101001010011111
sz000912,010100111011101001101111010000111000110001101100011100011001
sz000421,010101111000111100100111110011101000011101011111100100011101
sz300329,111001120100110110011111110000111010010100101100001100011000
sz000705,011101111110101100001011100001011001100101001110001000011001
sz002129,011100101000101100100110101110110000000100100101001100011101
sz300882,011101101010111010111110100000011000101100010101001000011001
sz002626,011100110110101100101011100012001000010101101101001100111201
sz002864,011101111110101101001110100001111100011111000100101000111101
sz300162,010101111110101010111110101000111000110101110111001010011001
sz300702,011001001111111001110100100111101101110112010111001000111001
sz300861,011001111000101000111100101101101010100101100101001110111101
sz002722,011000111110111110101111000100100010111101111101101010011101
sz300185,000001011001000110010011110010110000101001000101111100011111
sz001206,011000010110101001001010100011112101010101100111111000110001
sz300610,011001101111110110101011111101100001010101101101101000111011
sz002437,010100111100111111000010100011101101010101000200101000110001
sz300423,111110111001110020110020100010111000100100010100001000011101
sz301089,111101111000101101000010101002211100010101101111001000011101
sz301317,110100111100111111100010212220100000100101111001101000011101
sz002024,001100111100011000111000000000010010000000110001001000011011
sz002792,101000101000120001110110111000111000100100111100101010111111
sz300795,100101111100101010011010001110101000111101111101001000011100
sz301004,001001111110111011011110001100001100001011110001001000001101
sz300976,101001101000111111001110100000101100101101011101101111001101
sz002989,111100101000101000011010110101101111011110111011110010110011
sz002562,010100111010101011111020101110110001110101100100001000012101
sz300566,010001101010111110101110101000111000100101110101101111011101
sz002096,011101111001111011001001101010001001000111001001111000001001
sz002302,010101100000110110101011101010010100110110101001001100011101
sz002051,011101111000110110101010100110011100100101111001001100111001
sz002069,000101110111100000001111100111011010010101101101000001011111
sz301111,011101111100101100001100101001111001011111000110100000011001
sz000810,110100101100001010101110101000011010100100111100101110011111
sz002692,100000101100111010101110100000111001111101110100000000011101
sz300230,010000101010111110101110101010011000101101110200001000011101
sz300656,110101102101001100000110101000011100110101010101001110111101
sz300279,011101111010101010101110100000111000110101111101101010011011
sz300091,100100101100010010111011201000111000110101110101101010011101
sz002121,110100111110111110011010100000111011110100110100101100011101
sz000882,010102111100111000001010100010111000011100100101000000011001
sz000731,010101100110111001100011000011011100010101101101000101011001
sz301020,101101111000101110101110100000101000110111011101000010011001
sz002589,011101101100111101101101100000101000010111101100000100011101
sz301098,010101101010111110001110100000111000110101101101101000011001
sz301058,001102210010001100001011101010011100100101111110101000011101
sz300857,101000101000011010101110001010101000101101111101000010011111
sz002305,001000012000011000000110111011011110111000101011101100011001
sz002678,010100111100101110001110110011011000111101000110112100011111
sz000010,000101111010111010101111111000110000110101111100101000011001
sz002863,110000111110111110101110101000111000100101110101100000011001
sz301336,110001210000001010011110000000101000100101001111001000011100
sz300735,100001101000011010101111001010101000100101010100001010011100
sz002235,010100111100102100101110110000111000110101110100201121210021
sz002479,010100101101011001100010100010110100111101000000001100111001
sz001330,011101110000111000101110101010111100111100110101101001011001
sz002030,010101111100111100001010100111101000010111000100101100111101
sz301515,011101111110101010001010100100111000110101001101001000011011
sz000619,011100111110101110101111100111010110111101111001001000011101
sz300321,111101101101001010001110000010101100010200101101111000010011
sz300046,001100111012021001011001011101010100110101011010101011011200
sz300822,101001111000102101010110100000111000111101110101101111011100
sz300669,011101111110101011101101001001111001000102101001101000010001
sz300835,001101111110101010001110101010101000100100120111111000010100
sz002191,011101111000101100001011110000011000110101100110001100111101
sz000553,110101110100101111001111010110111001010111011101100100011001
sz002518,001100101000111010100110001010101000100101110100001010011101
sz000016,000100011020001000101100010010011000100101010101001110011101
sz002780,011100111101110000111111000101111000011101100100001100010111
sz002797,001100101100111000100010101010000000110101110101101100011101
sz003018,011100111110111110200110100011101001100101100101101000011001
sz002853,001000111100111010001010100200010000100101111100001000011101
sz300732,011101110010111100101111100010011100110101101000001000011011
sz300898,001122120101101001001011100011011100111001100111101100011011
sz002275,010101101010111101001010110011101000010111100100000000111001
sz301228,110001201111000111010100001110000001001200110101100010010111
sz001216,011000111110101110101100110001101001111101111101101100101001
sz000534,010000111000101010101111100000101000100101000100101010011111
